q_state_key,action,training_state_visits,training_action_updates
"0,2,1,1,0,1,5",equity_cap2,37,4
"0,2,1,1,0,1,5",central_full,37,0
"1,1,1,2,1,0,0",bilateral_3pass,75,75
"1,1,1,2,1,0,0",clearinghouse,75,0
"1,1,1,2,1,0,0",public_pool,75,0
"1,1,1,2,1,0,0",subsidized_catch_up,75,0
"1,1,1,2,1,0,0",central_cap2,75,0
"1,1,1,2,1,0,0",equity_cap2,75,0
"1,1,1,2,1,0,0",central_full,75,0
"2,2,0,1,2,1,0",bilateral_3pass,81,62
"2,2,0,1,2,1,0",clearinghouse,81,4
"2,2,0,1,2,1,0",public_pool,81,2
"2,2,0,1,2,1,0",subsidized_catch_up,81,8
"2,2,0,1,2,1,0",central_cap2,81,1
"2,2,0,1,2,1,0",equity_cap2,81,4
"2,2,0,1,2,1,0",central_full,81,0
"0,1,1,1,0,1,2",bilateral_3pass,24,24
"0,1,1,1,0,1,2",clearinghouse,24,0
"0,1,1,1,0,1,2",public_pool,24,0
"0,1,1,1,0,1,2",subsidized_catch_up,24,0
"0,1,1,1,0,1,2",central_cap2,24,0
"0,1,1,1,0,1,2",equity_cap2,24,0
"0,1,1,1,0,1,2",central_full,24,0
"1,1,1,3,0,0,1",bilateral_3pass,213,208
"1,1,1,3,0,0,1",clearinghouse,213,5
"1,1,1,3,0,0,1",public_pool,213,0
"1,1,1,3,0,0,1",subsidized_catch_up,213,0
"1,1,1,3,0,0,1",central_cap2,213,0
"1,1,1,3,0,0,1",equity_cap2,213,0
"1,1,1,3,0,0,1",central_full,213,0
"1,1,1,3,1,2,1",bilateral_3pass,73,71
"1,1,1,3,1,2,1",clearinghouse,73,2
"1,1,1,3,1,2,1",public_pool,73,0
"1,1,1,3,1,2,1",subsidized_catch_up,73,0
"1,1,1,3,1,2,1",central_cap2,73,0
"1,1,1,3,1,2,1",equity_cap2,73,0
"1,1,1,3,1,2,1",central_full,73,0
"2,1,1,2,1,1,0",bilateral_3pass,338,338
"2,1,1,2,1,1,0",clearinghouse,338,0
"2,1,1,2,1,1,0",public_pool,338,0
"2,1,1,2,1,1,0",subsidized_catch_up,338,0
"2,1,1,2,1,1,0",central_cap2,338,0
"2,1,1,2,1,1,0",equity_cap2,338,0
"2,1,1,2,1,1,0",central_full,338,0
"3,2,1,3,2,2,2",bilateral_3pass,75,50
"3,2,1,3,2,2,2",clearinghouse,75,6
"3,2,1,3,2,2,2",public_pool,75,8
"3,2,1,3,2,2,2",subsidized_catch_up,75,9
"3,2,1,3,2,2,2",central_cap2,75,1
"3,2,1,3,2,2,2",equity_cap2,75,1
"3,2,1,3,2,2,2",central_full,75,0
"0,3,0,3,0,1,0",bilateral_3pass,5,2
"0,3,0,3,0,1,0",clearinghouse,5,1
"0,3,0,3,0,1,0",public_pool,5,0
"0,3,0,3,0,1,0",subsidized_catch_up,5,1
"0,3,0,3,0,1,0",central_cap2,5,1
"0,3,0,3,0,1,0",equity_cap2,5,0
"0,3,0,3,0,1,0",central_full,5,0
"1,3,2,2,0,1,1",bilateral_3pass,1,1
"1,3,2,2,0,1,1",clearinghouse,1,0
"1,3,2,2,0,1,1",public_pool,1,0
"1,3,2,2,0,1,1",subsidized_catch_up,1,0
"1,3,2,2,0,1,1",central_cap2,1,0
"1,3,2,2,0,1,1",equity_cap2,1,0
"1,3,2,2,0,1,1",central_full,1,0
"1,3,1,2,0,1,0",bilateral_3pass,108,3
"1,3,1,2,0,1,0",clearinghouse,108,89
"1,3,1,2,0,1,0",public_pool,108,3
"1,3,1,2,0,1,0",subsidized_catch_up,108,1
"1,3,1,2,0,1,0",central_cap2,108,4
"1,3,1,2,0,1,0",equity_cap2,108,4
"1,3,1,2,0,1,0",central_full,108,4
"1,2,1,3,0,1,4",bilateral_3pass,8,5
"1,2,1,3,0,1,4",clearinghouse,8,0
"1,2,1,3,0,1,4",public_pool,8,0
"1,2,1,3,0,1,4",subsidized_catch_up,8,2
"1,2,1,3,0,1,4",central_cap2,8,0
"1,2,1,3,0,1,4",equity_cap2,8,1
"1,2,1,3,0,1,4",central_full,8,0
"1,2,2,3,0,1,3",bilateral_3pass,298,243
"1,2,2,3,0,1,3",clearinghouse,298,14
"1,2,2,3,0,1,3",public_pool,298,3
"1,2,2,3,0,1,3",subsidized_catch_up,298,33
"1,2,2,3,0,1,3",central_cap2,298,4
"1,2,2,3,0,1,3",equity_cap2,298,1
"1,2,2,3,0,1,3",central_full,298,0
"1,1,2,1,1,1,1",bilateral_3pass,43,41
"1,1,2,1,1,1,1",clearinghouse,43,2
"1,1,2,1,1,1,1",public_pool,43,0
"1,1,2,1,1,1,1",subsidized_catch_up,43,0
"1,1,2,1,1,1,1",central_cap2,43,0
"1,1,2,1,1,1,1",equity_cap2,43,0
"1,1,2,1,1,1,1",central_full,43,0
"2,1,2,3,0,2,3",bilateral_3pass,60,53
"2,1,2,3,0,2,3",clearinghouse,60,0
"2,1,2,3,0,2,3",public_pool,60,0
"2,1,2,3,0,2,3",subsidized_catch_up,60,7
"2,1,2,3,0,2,3",central_cap2,60,0
"2,1,2,3,0,2,3",equity_cap2,60,0
"2,1,2,3,0,2,3",central_full,60,0
"1,1,2,2,1,2,0",bilateral_3pass,42,42
"1,1,2,2,1,2,0",clearinghouse,42,0
"1,1,2,2,1,2,0",public_pool,42,0
"1,1,2,2,1,2,0",subsidized_catch_up,42,0
"1,1,2,2,1,2,0",central_cap2,42,0
"1,1,2,2,1,2,0",equity_cap2,42,0
"1,1,2,2,1,2,0",central_full,42,0
"3,2,1,3,0,2,1",bilateral_3pass,3,0
"3,2,1,3,0,2,1",clearinghouse,3,2
"3,2,1,3,0,2,1",public_pool,3,0
"3,2,1,3,0,2,1",subsidized_catch_up,3,0
"3,2,1,3,0,2,1",central_cap2,3,0
"3,2,1,3,0,2,1",equity_cap2,3,1
"3,2,1,3,0,2,1",central_full,3,0
"3,1,1,1,1,2,1",bilateral_3pass,158,141
"3,1,1,1,1,2,1",clearinghouse,158,17
"3,1,1,1,1,2,1",public_pool,158,0
"3,1,1,1,1,2,1",subsidized_catch_up,158,0
"3,1,1,1,1,2,1",central_cap2,158,0
"3,1,1,1,1,2,1",equity_cap2,158,0
"3,1,1,1,1,2,1",central_full,158,0
"0,1,2,2,0,1,5",bilateral_3pass,32,32
"0,1,2,2,0,1,5",clearinghouse,32,0
"0,1,2,2,0,1,5",public_pool,32,0
"0,1,2,2,0,1,5",subsidized_catch_up,32,0
"0,1,2,2,0,1,5",central_cap2,32,0
"0,1,2,2,0,1,5",equity_cap2,32,0
"0,1,2,2,0,1,5",central_full,32,0
"2,1,2,2,0,0,3",bilateral_3pass,16,14
"2,1,2,2,0,0,3",clearinghouse,16,0
"2,1,2,2,0,0,3",public_pool,16,0
"2,1,2,2,0,0,3",subsidized_catch_up,16,2
"2,1,2,2,0,0,3",central_cap2,16,0
"2,1,2,2,0,0,3",equity_cap2,16,0
"2,1,2,2,0,0,3",central_full,16,0
"2,1,1,1,2,2,3",bilateral_3pass,213,193
"2,1,1,1,2,2,3",clearinghouse,213,0
"2,1,1,1,2,2,3",public_pool,213,0
"2,1,1,1,2,2,3",subsidized_catch_up,213,20
"2,1,1,1,2,2,3",central_cap2,213,0
"2,1,1,1,2,2,3",equity_cap2,213,0
"2,1,1,1,2,2,3",central_full,213,0
"0,2,0,1,0,0,6",bilateral_3pass,172,10
"0,2,0,1,0,0,6",clearinghouse,172,17
"0,2,0,1,0,0,6",public_pool,172,6
"0,2,0,1,0,0,6",subsidized_catch_up,172,119
"0,2,0,1,0,0,6",central_cap2,172,9
"0,2,0,1,0,0,6",equity_cap2,172,10
"0,2,0,1,0,0,6",central_full,172,1
"2,1,0,3,0,1,3",bilateral_3pass,13,12
"2,1,0,3,0,1,3",clearinghouse,13,0
"2,1,0,3,0,1,3",public_pool,13,0
"2,1,0,3,0,1,3",subsidized_catch_up,13,1
"2,1,0,3,0,1,3",central_cap2,13,0
"2,1,0,3,0,1,3",equity_cap2,13,0
"2,1,0,3,0,1,3",central_full,13,0
"3,2,1,1,0,2,0",bilateral_3pass,111,15
"3,2,1,1,0,2,0",clearinghouse,111,11
"3,2,1,1,0,2,0",public_pool,111,2
"3,2,1,1,0,2,0",subsidized_catch_up,111,81
"3,2,1,1,0,2,0",central_cap2,111,1
"3,2,1,1,0,2,0",equity_cap2,111,1
"3,2,1,1,0,2,0",central_full,111,0
"3,2,1,1,1,1,5",bilateral_3pass,3,0
"3,2,1,1,1,1,5",clearinghouse,3,0
"3,2,1,1,1,1,5",public_pool,3,0
"3,2,1,1,1,1,5",subsidized_catch_up,3,2
"3,2,1,1,1,1,5",central_cap2,3,0
"3,2,1,1,1,1,5",equity_cap2,3,1
"3,2,1,1,1,1,5",central_full,3,0
"3,1,1,1,1,2,5",bilateral_3pass,19,19
"3,1,1,1,1,2,5",clearinghouse,19,0
"3,1,1,1,1,2,5",public_pool,19,0
"3,1,1,1,1,2,5",subsidized_catch_up,19,0
"3,1,1,1,1,2,5",central_cap2,19,0
"3,1,1,1,1,2,5",equity_cap2,19,0
"3,1,1,1,1,2,5",central_full,19,0
"2,1,2,2,1,0,5",bilateral_3pass,6,6
"2,1,2,2,1,0,5",clearinghouse,6,0
"2,1,2,2,1,0,5",public_pool,6,0
"2,1,2,2,1,0,5",subsidized_catch_up,6,0
"2,1,2,2,1,0,5",central_cap2,6,0
"2,1,2,2,1,0,5",equity_cap2,6,0
"2,1,2,2,1,0,5",central_full,6,0
"2,2,2,2,2,1,0",bilateral_3pass,370,45
"2,2,2,2,2,1,0",clearinghouse,370,33
"2,2,2,2,2,1,0",public_pool,370,5
"2,2,2,2,2,1,0",subsidized_catch_up,370,274
"2,2,2,2,2,1,0",central_cap2,370,8
"2,2,2,2,2,1,0",equity_cap2,370,5
"2,2,2,2,2,1,0",central_full,370,0
"2,1,1,1,1,1,5",bilateral_3pass,63,63
"2,1,1,1,1,1,5",clearinghouse,63,0
"2,1,1,1,1,1,5",public_pool,63,0
"2,1,1,1,1,1,5",subsidized_catch_up,63,0
"2,1,1,1,1,1,5",central_cap2,63,0
"2,1,1,1,1,1,5",equity_cap2,63,0
"2,1,1,1,1,1,5",central_full,63,0
"3,1,2,1,2,0,0",bilateral_3pass,97,97
"3,1,2,1,2,0,0",clearinghouse,97,0
"3,1,2,1,2,0,0",public_pool,97,0
"3,1,2,1,2,0,0",subsidized_catch_up,97,0
"3,1,2,1,2,0,0",central_cap2,97,0
"3,1,2,1,2,0,0",equity_cap2,97,0
"3,1,2,1,2,0,0",central_full,97,0
"3,1,1,2,1,1,4",bilateral_3pass,6,6
"3,1,1,2,1,1,4",clearinghouse,6,0
"3,1,1,2,1,1,4",public_pool,6,0
"3,1,1,2,1,1,4",subsidized_catch_up,6,0
"3,1,1,2,1,1,4",central_cap2,6,0
"3,1,1,2,1,1,4",equity_cap2,6,0
"3,1,1,2,1,1,4",central_full,6,0
"3,1,1,2,2,0,0",bilateral_3pass,51,51
"3,1,1,2,2,0,0",clearinghouse,51,0
"3,1,1,2,2,0,0",public_pool,51,0
"3,1,1,2,2,0,0",subsidized_catch_up,51,0
"3,1,1,2,2,0,0",central_cap2,51,0
"3,1,1,2,2,0,0",equity_cap2,51,0
"3,1,1,2,2,0,0",central_full,51,0
"0,2,1,3,0,0,3",bilateral_3pass,788,42
"0,2,1,3,0,0,3",clearinghouse,788,657
"0,2,1,3,0,0,3",public_pool,788,17
"0,2,1,3,0,0,3",subsidized_catch_up,788,46
"0,2,1,3,0,0,3",central_cap2,788,15
"0,2,1,3,0,0,3",equity_cap2,788,11
"0,2,1,3,0,0,3",central_full,788,0
"0,1,1,3,0,1,0",bilateral_3pass,479,479
"0,1,1,3,0,1,0",clearinghouse,479,0
"0,1,1,3,0,1,0",public_pool,479,0
"0,1,1,3,0,1,0",subsidized_catch_up,479,0
"0,1,1,3,0,1,0",central_cap2,479,0
"0,1,1,3,0,1,0",equity_cap2,479,0
"0,1,1,3,0,1,0",central_full,479,0
"1,2,0,2,1,1,0",bilateral_3pass,120,7
"1,2,0,2,1,1,0",clearinghouse,120,95
"1,2,0,2,1,1,0",public_pool,120,2
"1,2,0,2,1,1,0",subsidized_catch_up,120,13
"1,2,0,2,1,1,0",central_cap2,120,1
"1,2,0,2,1,1,0",equity_cap2,120,2
"1,2,0,2,1,1,0",central_full,120,0
"1,1,2,2,0,0,3",bilateral_3pass,167,159
"1,1,2,2,0,0,3",clearinghouse,167,0
"1,1,2,2,0,0,3",public_pool,167,0
"1,1,2,2,0,0,3",subsidized_catch_up,167,8
"1,1,2,2,0,0,3",central_cap2,167,0
"1,1,2,2,0,0,3",equity_cap2,167,0
"1,1,2,2,0,0,3",central_full,167,0
"2,2,1,1,2,0,0",bilateral_3pass,199,166
"2,2,1,1,2,0,0",clearinghouse,199,11
"2,2,1,1,2,0,0",public_pool,199,0
"2,2,1,1,2,0,0",subsidized_catch_up,199,16
"2,2,1,1,2,0,0",central_cap2,199,4
"2,2,1,1,2,0,0",equity_cap2,199,2
"2,2,1,1,2,0,0",central_full,199,0
"2,1,2,1,2,1,3",bilateral_3pass,156,137
"2,1,2,1,2,1,3",clearinghouse,156,0
"2,1,2,1,2,1,3",public_pool,156,0
"2,1,2,1,2,1,3",subsidized_catch_up,156,19
"2,1,2,1,2,1,3",central_cap2,156,0
"2,1,2,1,2,1,3",equity_cap2,156,0
"2,1,2,1,2,1,3",central_full,156,0
"3,2,0,2,2,1,2",bilateral_3pass,8,0
"3,2,0,2,2,1,2",clearinghouse,8,0
"3,2,0,2,2,1,2",public_pool,8,2
"3,2,0,2,2,1,2",subsidized_catch_up,8,2
"3,2,0,2,2,1,2",central_cap2,8,4
"3,2,0,2,2,1,2",equity_cap2,8,0
"3,2,0,2,2,1,2",central_full,8,0
"1,1,1,2,0,0,1",bilateral_3pass,113,111
"1,1,1,2,0,0,1",clearinghouse,113,2
"1,1,1,2,0,0,1",public_pool,113,0
"1,1,1,2,0,0,1",subsidized_catch_up,113,0
"1,1,1,2,0,0,1",central_cap2,113,0
"1,1,1,2,0,0,1",equity_cap2,113,0
"1,1,1,2,0,0,1",central_full,113,0
"1,1,0,1,1,1,0",bilateral_3pass,28,28
"1,1,0,1,1,1,0",clearinghouse,28,0
"1,1,0,1,1,1,0",public_pool,28,0
"1,1,0,1,1,1,0",subsidized_catch_up,28,0
"1,1,0,1,1,1,0",central_cap2,28,0
"1,1,0,1,1,1,0",equity_cap2,28,0
"1,1,0,1,1,1,0",central_full,28,0
"1,2,2,2,0,0,0",bilateral_3pass,395,25
"1,2,2,2,0,0,0",clearinghouse,395,307
"1,2,2,2,0,0,0",public_pool,395,16
"1,2,2,2,0,0,0",subsidized_catch_up,395,30
"1,2,2,2,0,0,0",central_cap2,395,5
"1,2,2,2,0,0,0",equity_cap2,395,12
"1,2,2,2,0,0,0",central_full,395,0
"1,1,2,2,1,0,1",bilateral_3pass,20,19
"1,1,2,2,1,0,1",clearinghouse,20,1
"1,1,2,2,1,0,1",public_pool,20,0
"1,1,2,2,1,0,1",subsidized_catch_up,20,0
"1,1,2,2,1,0,1",central_cap2,20,0
"1,1,2,2,1,0,1",equity_cap2,20,0
"1,1,2,2,1,0,1",central_full,20,0
"1,1,2,1,2,0,0",bilateral_3pass,1,1
"1,1,2,1,2,0,0",clearinghouse,1,0
"1,1,2,1,2,0,0",public_pool,1,0
"1,1,2,1,2,0,0",subsidized_catch_up,1,0
"1,1,2,1,2,0,0",central_cap2,1,0
"1,1,2,1,2,0,0",equity_cap2,1,0
"1,1,2,1,2,0,0",central_full,1,0
"3,2,1,2,2,2,3",bilateral_3pass,140,116
"3,2,1,2,2,2,3",clearinghouse,140,7
"3,2,1,2,2,2,3",public_pool,140,3
"3,2,1,2,2,2,3",subsidized_catch_up,140,11
"3,2,1,2,2,2,3",central_cap2,140,1
"3,2,1,2,2,2,3",equity_cap2,140,2
"3,2,1,2,2,2,3",central_full,140,0
"0,2,1,2,0,0,2",bilateral_3pass,650,31
"0,2,1,2,0,0,2",clearinghouse,650,27
"0,2,1,2,0,0,2",public_pool,650,34
"0,2,1,2,0,0,2",subsidized_catch_up,650,519
"0,2,1,2,0,0,2",central_cap2,650,21
"0,2,1,2,0,0,2",equity_cap2,650,18
"0,2,1,2,0,0,2",central_full,650,0
"0,1,1,3,0,1,5",bilateral_3pass,51,51
"0,1,1,3,0,1,5",clearinghouse,51,0
"0,1,1,3,0,1,5",public_pool,51,0
"0,1,1,3,0,1,5",subsidized_catch_up,51,0
"0,1,1,3,0,1,5",central_cap2,51,0
"0,1,1,3,0,1,5",equity_cap2,51,0
"0,1,1,3,0,1,5",central_full,51,0
"1,1,2,1,0,0,0",bilateral_3pass,101,101
"1,1,2,1,0,0,0",clearinghouse,101,0
"1,1,2,1,0,0,0",public_pool,101,0
"1,1,2,1,0,0,0",subsidized_catch_up,101,0
"1,1,2,1,0,0,0",central_cap2,101,0
"1,1,2,1,0,0,0",equity_cap2,101,0
"1,1,2,1,0,0,0",central_full,101,0
"2,2,0,3,0,0,0",bilateral_3pass,17,5
"2,2,0,3,0,0,0",clearinghouse,17,11
"2,2,0,3,0,0,0",public_pool,17,0
"2,2,0,3,0,0,0",subsidized_catch_up,17,1
"2,2,0,3,0,0,0",central_cap2,17,0
"2,2,0,3,0,0,0",equity_cap2,17,0
"2,2,0,3,0,0,0",central_full,17,0
"2,2,0,3,0,1,3",bilateral_3pass,2,2
"2,2,0,3,0,1,3",clearinghouse,2,0
"2,2,0,3,0,1,3",public_pool,2,0
"2,2,0,3,0,1,3",subsidized_catch_up,2,0
"2,2,0,3,0,1,3",central_cap2,2,0
"2,2,0,3,0,1,3",equity_cap2,2,0
"2,2,0,3,0,1,3",central_full,2,0
"2,2,1,1,0,1,0",bilateral_3pass,499,377
"2,2,1,1,0,1,0",clearinghouse,499,42
"2,2,1,1,0,1,0",public_pool,499,11
"2,2,1,1,0,1,0",subsidized_catch_up,499,44
"2,2,1,1,0,1,0",central_cap2,499,8
"2,2,1,1,0,1,0",equity_cap2,499,17
"2,2,1,1,0,1,0",central_full,499,0
"2,2,1,3,1,1,1",bilateral_3pass,75,65
"2,2,1,3,1,1,1",clearinghouse,75,3
"2,2,1,3,1,1,1",public_pool,75,0
"2,2,1,3,1,1,1",subsidized_catch_up,75,5
"2,2,1,3,1,1,1",central_cap2,75,0
"2,2,1,3,1,1,1",equity_cap2,75,2
"2,2,1,3,1,1,1",central_full,75,0
"3,1,1,1,2,1,4",bilateral_3pass,48,48
"3,1,1,1,2,1,4",clearinghouse,48,0
"3,1,1,1,2,1,4",public_pool,48,0
"3,1,1,1,2,1,4",subsidized_catch_up,48,0
"3,1,1,1,2,1,4",central_cap2,48,0
"3,1,1,1,2,1,4",equity_cap2,48,0
"3,1,1,1,2,1,4",central_full,48,0
"3,2,2,1,2,0,0",bilateral_3pass,322,25
"3,2,2,1,2,0,0",clearinghouse,322,22
"3,2,2,1,2,0,0",public_pool,322,7
"3,2,2,1,2,0,0",subsidized_catch_up,322,253
"3,2,2,1,2,0,0",central_cap2,322,7
"3,2,2,1,2,0,0",equity_cap2,322,8
"3,2,2,1,2,0,0",central_full,322,0
"3,3,1,1,2,1,0",bilateral_3pass,175,7
"3,3,1,1,2,1,0",clearinghouse,175,5
"3,3,1,1,2,1,0",public_pool,175,6
"3,3,1,1,2,1,0",subsidized_catch_up,175,1
"3,3,1,1,2,1,0",central_cap2,175,9
"3,3,1,1,2,1,0",equity_cap2,175,6
"3,3,1,1,2,1,0",central_full,175,141
"0,1,1,2,0,1,3",bilateral_3pass,228,215
"0,1,1,2,0,1,3",clearinghouse,228,0
"0,1,1,2,0,1,3",public_pool,228,0
"0,1,1,2,0,1,3",subsidized_catch_up,228,13
"0,1,1,2,0,1,3",central_cap2,228,0
"0,1,1,2,0,1,3",equity_cap2,228,0
"0,1,1,2,0,1,3",central_full,228,0
"2,2,1,1,2,1,1",bilateral_3pass,46,36
"2,2,1,1,2,1,1",clearinghouse,46,6
"2,2,1,1,2,1,1",public_pool,46,0
"2,2,1,1,2,1,1",subsidized_catch_up,46,4
"2,2,1,1,2,1,1",central_cap2,46,0
"2,2,1,1,2,1,1",equity_cap2,46,0
"2,2,1,1,2,1,1",central_full,46,0
"2,1,2,2,2,1,1",bilateral_3pass,62,57
"2,1,2,2,2,1,1",clearinghouse,62,5
"2,1,2,2,2,1,1",public_pool,62,0
"2,1,2,2,2,1,1",subsidized_catch_up,62,0
"2,1,2,2,2,1,1",central_cap2,62,0
"2,1,2,2,2,1,1",equity_cap2,62,0
"2,1,2,2,2,1,1",central_full,62,0
"2,1,2,3,2,0,1",bilateral_3pass,20,20
"2,1,2,3,2,0,1",clearinghouse,20,0
"2,1,2,3,2,0,1",public_pool,20,0
"2,1,2,3,2,0,1",subsidized_catch_up,20,0
"2,1,2,3,2,0,1",central_cap2,20,0
"2,1,2,3,2,0,1",equity_cap2,20,0
"2,1,2,3,2,0,1",central_full,20,0
"2,1,2,1,2,0,0",bilateral_3pass,60,60
"2,1,2,1,2,0,0",clearinghouse,60,0
"2,1,2,1,2,0,0",public_pool,60,0
"2,1,2,1,2,0,0",subsidized_catch_up,60,0
"2,1,2,1,2,0,0",central_cap2,60,0
"2,1,2,1,2,0,0",equity_cap2,60,0
"2,1,2,1,2,0,0",central_full,60,0
"3,1,0,3,2,0,5",bilateral_3pass,2,2
"3,1,0,3,2,0,5",clearinghouse,2,0
"3,1,0,3,2,0,5",public_pool,2,0
"3,1,0,3,2,0,5",subsidized_catch_up,2,0
"3,1,0,3,2,0,5",central_cap2,2,0
"3,1,0,3,2,0,5",equity_cap2,2,0
"3,1,0,3,2,0,5",central_full,2,0
"0,3,0,2,0,0,1",bilateral_3pass,18,1
"0,3,0,2,0,0,1",clearinghouse,18,2
"0,3,0,2,0,0,1",public_pool,18,4
"0,3,0,2,0,0,1",subsidized_catch_up,18,1
"0,3,0,2,0,0,1",central_cap2,18,7
"0,3,0,2,0,0,1",equity_cap2,18,3
"0,3,0,2,0,0,1",central_full,18,0
"0,2,1,3,0,1,2",bilateral_3pass,19,2
"0,2,1,3,0,1,2",clearinghouse,19,0
"0,2,1,3,0,1,2",public_pool,19,2
"0,2,1,3,0,1,2",subsidized_catch_up,19,14
"0,2,1,3,0,1,2",central_cap2,19,1
"0,2,1,3,0,1,2",equity_cap2,19,0
"0,2,1,3,0,1,2",central_full,19,0
"0,1,2,2,0,1,0",bilateral_3pass,231,231
"0,1,2,2,0,1,0",clearinghouse,231,0
"0,1,2,2,0,1,0",public_pool,231,0
"0,1,2,2,0,1,0",subsidized_catch_up,231,0
"0,1,2,2,0,1,0",central_cap2,231,0
"0,1,2,2,0,1,0",equity_cap2,231,0
"0,1,2,2,0,1,0",central_full,231,0
"1,2,1,1,0,2,0",bilateral_3pass,611,472
"1,2,1,1,0,2,0",clearinghouse,611,54
"1,2,1,1,0,2,0",public_pool,611,9
"1,2,1,1,0,2,0",subsidized_catch_up,611,53
"1,2,1,1,0,2,0",central_cap2,611,13
"1,2,1,1,0,2,0",equity_cap2,611,10
"1,2,1,1,0,2,0",central_full,611,0
"1,1,1,3,0,2,5",bilateral_3pass,10,10
"1,1,1,3,0,2,5",clearinghouse,10,0
"1,1,1,3,0,2,5",public_pool,10,0
"1,1,1,3,0,2,5",subsidized_catch_up,10,0
"1,1,1,3,0,2,5",central_cap2,10,0
"1,1,1,3,0,2,5",equity_cap2,10,0
"1,1,1,3,0,2,5",central_full,10,0
"2,1,1,3,2,2,4",bilateral_3pass,15,15
"2,1,1,3,2,2,4",clearinghouse,15,0
"2,1,1,3,2,2,4",public_pool,15,0
"2,1,1,3,2,2,4",subsidized_catch_up,15,0
"2,1,1,3,2,2,4",central_cap2,15,0
"2,1,1,3,2,2,4",equity_cap2,15,0
"2,1,1,3,2,2,4",central_full,15,0
"1,1,2,3,0,0,5",bilateral_3pass,36,36
"1,1,2,3,0,0,5",clearinghouse,36,0
"1,1,2,3,0,0,5",public_pool,36,0
"1,1,2,3,0,0,5",subsidized_catch_up,36,0
"1,1,2,3,0,0,5",central_cap2,36,0
"1,1,2,3,0,0,5",equity_cap2,36,0
"1,1,2,3,0,0,5",central_full,36,0
"1,1,0,2,0,0,0",bilateral_3pass,20,20
"1,1,0,2,0,0,0",clearinghouse,20,0
"1,1,0,2,0,0,0",public_pool,20,0
"1,1,0,2,0,0,0",subsidized_catch_up,20,0
"1,1,0,2,0,0,0",central_cap2,20,0
"1,1,0,2,0,0,0",equity_cap2,20,0
"1,1,0,2,0,0,0",central_full,20,0
"1,2,0,1,0,0,0",bilateral_3pass,58,1
"1,2,0,1,0,0,0",clearinghouse,58,8
"1,2,0,1,0,0,0",public_pool,58,2
"1,2,0,1,0,0,0",subsidized_catch_up,58,46
"1,2,0,1,0,0,0",central_cap2,58,0
"1,2,0,1,0,0,0",equity_cap2,58,1
"1,2,0,1,0,0,0",central_full,58,0
"2,1,0,1,0,0,3",bilateral_3pass,5,5
"2,1,0,1,0,0,3",clearinghouse,5,0
"2,1,0,1,0,0,3",public_pool,5,0
"2,1,0,1,0,0,3",subsidized_catch_up,5,0
"2,1,0,1,0,0,3",central_cap2,5,0
"2,1,0,1,0,0,3",equity_cap2,5,0
"2,1,0,1,0,0,3",central_full,5,0
"2,2,0,2,0,1,0",bilateral_3pass,33,2
"2,2,0,2,0,1,0",clearinghouse,33,3
"2,2,0,2,0,1,0",public_pool,33,0
"2,2,0,2,0,1,0",subsidized_catch_up,33,27
"2,2,0,2,0,1,0",central_cap2,33,0
"2,2,0,2,0,1,0",equity_cap2,33,1
"2,2,0,2,0,1,0",central_full,33,0
"2,2,0,2,1,1,0",bilateral_3pass,158,118
"2,2,0,2,1,1,0",clearinghouse,158,21
"2,2,0,2,1,1,0",public_pool,158,1
"2,2,0,2,1,1,0",subsidized_catch_up,158,15
"2,2,0,2,1,1,0",central_cap2,158,0
"2,2,0,2,1,1,0",equity_cap2,158,3
"2,2,0,2,1,1,0",central_full,158,0
"2,2,1,2,2,1,3",bilateral_3pass,50,5
"2,2,1,2,2,1,3",clearinghouse,50,37
"2,2,1,2,2,1,3",public_pool,50,2
"2,2,1,2,2,1,3",subsidized_catch_up,50,5
"2,2,1,2,2,1,3",central_cap2,50,1
"2,2,1,2,2,1,3",equity_cap2,50,0
"2,2,1,2,2,1,3",central_full,50,0
"3,1,2,2,2,1,1",bilateral_3pass,128,124
"3,1,2,2,2,1,1",clearinghouse,128,4
"3,1,2,2,2,1,1",public_pool,128,0
"3,1,2,2,2,1,1",subsidized_catch_up,128,0
"3,1,2,2,2,1,1",central_cap2,128,0
"3,1,2,2,2,1,1",equity_cap2,128,0
"3,1,2,2,2,1,1",central_full,128,0
"1,1,1,2,0,0,4",bilateral_3pass,9,9
"1,1,1,2,0,0,4",clearinghouse,9,0
"1,1,1,2,0,0,4",public_pool,9,0
"1,1,1,2,0,0,4",subsidized_catch_up,9,0
"1,1,1,2,0,0,4",central_cap2,9,0
"1,1,1,2,0,0,4",equity_cap2,9,0
"1,1,1,2,0,0,4",central_full,9,0
"2,1,1,1,2,1,4",bilateral_3pass,23,23
"2,1,1,1,2,1,4",clearinghouse,23,0
"2,1,1,1,2,1,4",public_pool,23,0
"2,1,1,1,2,1,4",subsidized_catch_up,23,0
"2,1,1,1,2,1,4",central_cap2,23,0
"2,1,1,1,2,1,4",equity_cap2,23,0
"2,1,1,1,2,1,4",central_full,23,0
"3,2,2,2,2,0,0",bilateral_3pass,103,10
"3,2,2,2,2,0,0",clearinghouse,103,77
"3,2,2,2,2,0,0",public_pool,103,2
"3,2,2,2,2,0,0",subsidized_catch_up,103,9
"3,2,2,2,2,0,0",central_cap2,103,3
"3,2,2,2,2,0,0",equity_cap2,103,2
